link_id,from_node_id,to_node_id,built_cost,trans_cost,link_type,acting_link_id
158,1010,2014,12,0,2,158
159,1010,2015,19,0,2,159
160,1010,2016,17,0,2,160
161,1011,2001,17,0,2,161
162,1011,2002,14,0,2,162
163,1011,2003,18,0,2,163
164,1011,2004,21,0,2,164
165,1011,2005,12,0,2,165
166,1011,2006,26,0,2,166
167,1011,2007,13,0,2,167
168,1011,2008,29,0,2,168
169,1011,2009,17,0,2,169
170,1011,2010,26,0,2,170
171,1011,2011,17,0,2,171
172,1011,2012,19,0,2,172
173,1011,2013,23,0,2,173
174,1011,2014,27,0,2,174
175,1011,2015,18,0,2,175
176,1011,2016,26,0,2,176
177,1012,2001,29,0,2,177
178,1012,2002,25,0,2,178
179,1012,2003,18,0,2,179
180,1012,2004,18,0,2,180
181,1012,2005,26,0,2,181
182,1012,2006,17,0,2,182
183,1012,2007,13,0,2,183
184,1012,2008,19,0,2,184
185,1012,2009,23,0,2,185
186,1012,2010,16,0,2,186
187,1012,2011,10,0,2,187
188,1012,2012,22,0,2,188
189,1012,2013,21,0,2,189
190,1012,2014,25,0,2,190
191,1012,2015,25,0,2,191
192,1012,2016,13,0,2,192
193,1013,2001,18,0,2,193
194,1013,2002,19,0,2,194
195,1013,2003,28,0,2,195
196,1013,2004,24,0,2,196
197,1013,2005,28,0,2,197
198,1013,2006,30,0,2,198
199,1013,2007,11,0,2,199
200,1013,2008,17,0,2,200
201,1013,2009,14,0,2,201
202,1013,2010,29,0,2,202
203,1013,2011,21,0,2,203
204,1013,2012,29,0,2,204
205,1013,2013,10,0,2,205
206,1013,2014,12,0,2,206
207,1013,2015,22,0,2,207
208,1013,2016,26,0,2,208
209,1014,2001,28,0,2,209
210,1014,2002,12,0,2,210
211,1014,2003,28,0,2,211
212,1014,2004,25,0,2,212
213,1014,2005,12,0,2,213
214,1014,2006,12,0,2,214
215,1014,2007,10,0,2,215
216,1014,2008,29,0,2,216
217,1014,2009,16,0,2,217
218,1014,2010,22,0,2,218
219,1014,2011,24,0,2,219
220,1014,2012,14,0,2,220
221,1014,2013,18,0,2,221
222,1014,2014,20,0,2,222
223,1014,2015,20,0,2,223
224,1014,2016,16,0,2,224
225,1015,2001,20,0,2,225
226,1015,2002,28,0,2,226
227,1015,2003,20,0,2,227
228,1015,2004,30,0,2,228
229,1015,2005,19,0,2,229
230,1015,2006,16,0,2,230
231,1015,2007,12,0,2,231
232,1015,2008,26,0,2,232
233,1015,2009,22,0,2,233
234,1015,2010,18,0,2,234
235,1015,2011,24,0,2,235
236,1015,2012,23,0,2,236
237,1015,2013,15,0,2,237
238,1015,2014,30,0,2,238
239,1015,2015,12,0,2,239
240,1015,2016,26,0,2,240
241,1016,2001,25,0,2,241
242,1016,2002,23,0,2,242
243,1016,2003,18,0,2,243
244,1016,2004,19,0,2,244
245,1016,2005,12,0,2,245
246,1016,2006,22,0,2,246
247,1016,2007,12,0,2,247
248,1016,2008,29,0,2,248
249,1016,2009,13,0,2,249
250,1016,2010,27,0,2,250
251,1016,2011,14,0,2,251
252,1016,2012,20,0,2,252
253,1016,2013,17,0,2,253
254,1016,2014,30,0,2,254
255,1016,2015,30,0,2,255
256,1016,2016,14,0,2,256
257,1017,2001,19,0,2,257
258,1017,2002,27,0,2,258
259,1017,2003,12,0,2,259
260,1017,2004,22,0,2,260
261,1017,2005,18,0,2,261
262,1017,2006,25,0,2,262
263,1017,2007,23,0,2,263
264,1017,2008,15,0,2,264
265,1017,2009,20,0,2,265
266,1017,2010,28,0,2,266
267,1017,2011,15,0,2,267
268,1017,2012,15,0,2,268
269,1017,2013,30,0,2,269
270,1017,2014,11,0,2,270
271,1017,2015,23,0,2,271
272,1017,2016,19,0,2,272
273,1018,2001,24,0,2,273
274,1018,2002,21,0,2,274
275,1018,2003,15,0,2,275
276,1018,2004,25,0,2,276
277,1018,2005,28,0,2,277
278,1018,2006,19,0,2,278
279,1018,2007,17,0,2,279
280,1018,2008,23,0,2,280
281,1018,2009,25,0,2,281
282,1018,2010,14,0,2,282
283,1018,2011,15,0,2,283
284,1018,2012,20,0,2,284
285,1018,2013,25,0,2,285
286,1018,2014,20,0,2,286
287,1018,2015,27,0,2,287
288,1018,2016,16,0,2,288
289,1019,2001,30,0,2,289
290,1019,2002,25,0,2,290
291,1019,2003,29,0,2,291
292,1019,2004,29,0,2,292
293,1019,2005,28,0,2,293
294,1019,2006,10,0,2,294
295,1019,2007,21,0,2,295
296,1019,2008,21,0,2,296
297,1019,2009,24,0,2,297
298,1019,2010,24,0,2,298
299,1019,2011,10,0,2,299
300,1019,2012,19,0,2,300
301,1019,2013,12,0,2,301
302,1019,2014,24,0,2,302
303,1019,2015,23,0,2,303
304,1019,2016,23,0,2,304
305,1020,2001,19,0,2,305
306,1020,2002,26,0,2,306
307,1020,2003,22,0,2,307
308,1020,2004,12,0,2,308
309,1020,2005,17,0,2,309
310,1020,2006,11,0,2,310
311,1020,2007,30,0,2,311
312,1020,2008,18,0,2,312
313,1020,2009,30,0,2,313
314,1020,2010,25,0,2,314
315,1020,2011,12,0,2,315
316,1020,2012,19,0,2,316
317,1020,2013,11,0,2,317
318,1020,2014,29,0,2,318
319,1020,2015,19,0,2,319
320,1020,2016,24,0,2,320
321,3001,4001,11,0,3,321
322,3002,4001,20,0,3,322
323,3003,4001,16,0,3,323
324,3004,4001,23,0,3,324
325,3005,4001,25,0,3,325
326,3006,4001,24,0,3,326
327,3007,4001,23,0,3,327
328,3008,4001,20,0,3,328
329,3009,4001,30,0,3,329
330,3010,4001,12,0,3,330
331,3011,4001,17,0,3,331
332,3012,4001,22,0,3,332
333,3013,4001,16,0,3,333
334,3014,4001,13,0,3,334
335,3015,4001,13,0,3,335
336,3016,4001,21,0,3,336
337,3001,4002,15,0,3,337
338,3002,4002,12,0,3,338
339,3003,4002,19,0,3,339
340,3004,4002,29,0,3,340
341,3005,4002,30,0,3,341
342,3006,4002,15,0,3,342
343,3007,4002,10,0,3,343
344,3008,4002,28,0,3,344
345,3009,4002,25,0,3,345
346,3010,4002,12,0,3,346
347,3011,4002,21,0,3,347
348,3012,4002,17,0,3,348
349,3013,4002,15,0,3,349
350,3014,4002,14,0,3,350
351,3015,4002,12,0,3,351
352,3016,4002,26,0,3,352
353,3001,4003,26,0,3,353
354,3002,4003,11,0,3,354
355,3003,4003,21,0,3,355
356,3004,4003,12,0,3,356
357,3005,4003,22,0,3,357
358,3006,4003,15,0,3,358
359,3007,4003,18,0,3,359
360,3008,4003,25,0,3,360
361,3009,4003,30,0,3,361
362,3010,4003,10,0,3,362
363,3011,4003,25,0,3,363
364,3012,4003,12,0,3,364
365,3013,4003,21,0,3,365
366,3014,4003,13,0,3,366
367,3015,4003,21,0,3,367
368,3016,4003,20,0,3,368
369,3001,4004,17,0,3,369
370,3002,4004,28,0,3,370
371,3003,4004,22,0,3,371
372,3004,4004,22,0,3,372
373,3005,4004,24,0,3,373
374,3006,4004,13,0,3,374
375,3007,4004,12,0,3,375
376,3008,4004,13,0,3,376
377,3009,4004,26,0,3,377
378,3010,4004,19,0,3,378
379,3011,4004,29,0,3,379
380,3012,4004,29,0,3,380
381,3013,4004,27,0,3,381
382,3014,4004,19,0,3,382
383,3015,4004,24,0,3,383
384,3016,4004,28,0,3,384
385,3001,4005,10,0,3,385
386,3002,4005,23,0,3,386
387,3003,4005,13,0,3,387
388,3004,4005,25,0,3,388
389,3005,4005,16,0,3,389
390,3006,4005,29,0,3,390
391,3007,4005,18,0,3,391
392,3008,4005,18,0,3,392
393,3009,4005,11,0,3,393
394,3010,4005,19,0,3,394
395,3011,4005,19,0,3,395
396,3012,4005,13,0,3,396
397,3013,4005,29,0,3,397
398,3014,4005,24,0,3,398
399,3015,4005,10,0,3,399
400,3016,4005,14,0,3,400
401,3001,4006,26,0,3,401
402,3002,4006,12,0,3,402
403,3003,4006,10,0,3,403
404,3004,4006,17,0,3,404
405,3005,4006,22,0,3,405
406,3006,4006,25,0,3,406
407,3007,4006,26,0,3,407
408,3008,4006,28,0,3,408
409,3009,4006,24,0,3,409
410,3010,4006,29,0,3,410
411,3011,4006,16,0,3,411
412,3012,4006,17,0,3,412
413,3013,4006,27,0,3,413
414,3014,4006,26,0,3,414
415,3015,4006,19,0,3,415
416,3016,4006,24,0,3,416
417,3001,4007,17,0,3,417
418,3002,4007,25,0,3,418
419,3003,4007,28,0,3,419
420,3004,4007,11,0,3,420
421,3005,4007,16,0,3,421
422,3006,4007,29,0,3,422
423,3007,4007,28,0,3,423
424,3008,4007,10,0,3,424
425,3009,4007,12,0,3,425
426,3010,4007,28,0,3,426
427,3011,4007,14,0,3,427
428,3012,4007,17,0,3,428
429,3013,4007,24,0,3,429
430,3014,4007,28,0,3,430
431,3015,4007,12,0,3,431
432,3016,4007,17,0,3,432
433,3001,4008,23,0,3,433
434,3002,4008,27,0,3,434
435,3003,4008,22,0,3,435
436,3004,4008,26,0,3,436
437,3005,4008,25,0,3,437
438,3006,4008,10,0,3,438
439,3007,4008,17,0,3,439
440,3008,4008,10,0,3,440
441,3009,4008,22,0,3,441
442,3010,4008,28,0,3,442
443,3011,4008,28,0,3,443
444,3012,4008,11,0,3,444
445,3013,4008,28,0,3,445
446,3014,4008,22,0,3,446
447,3015,4008,27,0,3,447
448,3016,4008,10,0,3,448
449,3001,4009,30,0,3,449
450,3002,4009,24,0,3,450
451,3003,4009,26,0,3,451
452,3004,4009,28,0,3,452
453,3005,4009,13,0,3,453
454,3006,4009,20,0,3,454
455,3007,4009,18,0,3,455
456,3008,4009,28,0,3,456
457,3009,4009,17,0,3,457
458,3010,4009,18,0,3,458
459,3011,4009,19,0,3,459
460,3012,4009,13,0,3,460
461,3013,4009,27,0,3,461
462,3014,4009,16,0,3,462
463,3015,4009,24,0,3,463
464,3016,4009,27,0,3,464
465,3001,4010,23,0,3,465
466,3002,4010,15,0,3,466
467,3003,4010,30,0,3,467
468,3004,4010,13,0,3,468
469,3005,4010,19,0,3,469
470,3006,4010,22,0,3,470
471,3007,4010,14,0,3,471
472,3008,4010,22,0,3,472
473,3009,4010,18,0,3,473
474,3010,4010,24,0,3,474
475,3011,4010,30,0,3,475
476,3012,4010,18,0,3,476
477,3013,4010,24,0,3,477
478,3014,4010,13,0,3,478
479,3015,4010,20,0,3,479
480,3016,4010,27,0,3,480
481,3001,4011,18,0,3,481
482,3002,4011,20,0,3,482
483,3003,4011,17,0,3,483
484,3004,4011,19,0,3,484
485,3005,4011,13,0,3,485
486,3006,4011,25,0,3,486
487,3007,4011,16,0,3,487
488,3008,4011,16,0,3,488
489,3009,4011,13,0,3,489
490,3010,4011,26,0,3,490
491,3011,4011,18,0,3,491
492,3012,4011,25,0,3,492
493,3013,4011,21,0,3,493
494,3014,4011,30,0,3,494
495,3015,4011,18,0,3,495
496,3016,4011,26,0,3,496
497,3001,4012,28,0,3,497
498,3002,4012,17,0,3,498
499,3003,4012,30,0,3,499
500,3004,4012,14,0,3,500
501,3005,4012,25,0,3,501
502,3006,4012,23,0,3,502
503,3007,4012,18,0,3,503
504,3008,4012,10,0,3,504
505,3009,4012,16,0,3,505
506,3010,4012,27,0,3,506
507,3011,4012,20,0,3,507
508,3012,4012,23,0,3,508
509,3013,4012,25,0,3,509
510,3014,4012,24,0,3,510
511,3015,4012,30,0,3,511
512,3016,4012,15,0,3,512
513,3001,4013,28,0,3,513
514,3002,4013,24,0,3,514
515,3003,4013,15,0,3,515
516,3004,4013,23,0,3,516
517,3005,4013,10,0,3,517
518,3006,4013,22,0,3,518
519,3007,4013,13,0,3,519
520,3008,4013,10,0,3,520
521,3009,4013,19,0,3,521
522,3010,4013,29,0,3,522
523,3011,4013,19,0,3,523
524,3012,4013,11,0,3,524
525,3013,4013,18,0,3,525
526,3014,4013,20,0,3,526
527,3015,4013,18,0,3,527
528,3016,4013,22,0,3,528
529,3001,4014,17,0,3,529
530,3002,4014,25,0,3,530
531,3003,4014,18,0,3,531
532,3004,4014,24,0,3,532
533,3005,4014,21,0,3,533
534,3006,4014,25,0,3,534
535,3007,4014,29,0,3,535
536,3008,4014,26,0,3,536
537,3009,4014,23,0,3,537
538,3010,4014,23,0,3,538
539,3011,4014,12,0,3,539
540,3012,4014,13,0,3,540
541,3013,4014,19,0,3,541
542,3014,4014,12,0,3,542
543,3015,4014,19,0,3,543
544,3016,4014,15,0,3,544
545,3001,4015,10,0,3,545
546,3002,4015,15,0,3,546
547,3003,4015,16,0,3,547
548,3004,4015,30,0,3,548
549,3005,4015,20,0,3,549
550,3006,4015,30,0,3,550
551,3007,4015,14,0,3,551
552,3008,4015,11,0,3,552
553,3009,4015,12,0,3,553
554,3010,4015,16,0,3,554
555,3011,4015,19,0,3,555
556,3012,4015,21,0,3,556
557,3013,4015,30,0,3,557
558,3014,4015,23,0,3,558
559,3015,4015,23,0,3,559
560,3016,4015,14,0,3,560
561,3001,4016,13,0,3,561
562,3002,4016,22,0,3,562
563,3003,4016,14,0,3,563
564,3004,4016,17,0,3,564
565,3005,4016,26,0,3,565
566,3006,4016,30,0,3,566
567,3007,4016,10,0,3,567
568,3008,4016,21,0,3,568
569,3009,4016,26,0,3,569
570,3010,4016,26,0,3,570
571,3011,4016,28,0,3,571
572,3012,4016,30,0,3,572
573,3013,4016,12,0,3,573
574,3014,4016,18,0,3,574
575,3015,4016,18,0,3,575
576,3016,4016,22,0,3,576
577,3001,4017,21,0,3,577
578,3002,4017,27,0,3,578
579,3003,4017,27,0,3,579
580,3004,4017,28,0,3,580
581,3005,4017,26,0,3,581
582,3006,4017,24,0,3,582
583,3007,4017,17,0,3,583
584,3008,4017,30,0,3,584
585,3009,4017,30,0,3,585
586,3010,4017,29,0,3,586
587,3011,4017,26,0,3,587
588,3012,4017,15,0,3,588
589,3013,4017,22,0,3,589
590,3014,4017,24,0,3,590
591,3015,4017,29,0,3,591
592,3016,4017,17,0,3,592
593,3001,4018,24,0,3,593
594,3002,4018,25,0,3,594
595,3003,4018,24,0,3,595
596,3004,4018,16,0,3,596
597,3005,4018,22,0,3,597
598,3006,4018,15,0,3,598
599,3007,4018,24,0,3,599
600,3008,4018,28,0,3,600
601,3009,4018,28,0,3,601
602,3010,4018,22,0,3,602
603,3011,4018,12,0,3,603
604,3012,4018,20,0,3,604
605,3013,4018,25,0,3,605
606,3014,4018,15,0,3,606
607,3015,4018,29,0,3,607
608,3016,4018,20,0,3,608
609,3001,4019,18,0,3,609
610,3002,4019,12,0,3,610
611,3003,4019,12,0,3,611
612,3004,4019,19,0,3,612
613,3005,4019,25,0,3,613
614,3006,4019,11,0,3,614
615,3007,4019,27,0,3,615
616,3008,4019,26,0,3,616
617,3009,4019,22,0,3,617
618,3010,4019,23,0,3,618
619,3011,4019,15,0,3,619
620,3012,4019,24,0,3,620
621,3013,4019,13,0,3,621
622,3014,4019,19,0,3,622
623,3015,4019,30,0,3,623
624,3016,4019,17,0,3,624
625,3001,4020,27,0,3,625
626,3002,4020,12,0,3,626
627,3003,4020,29,0,3,627
628,3004,4020,28,0,3,628
629,3005,4020,12,0,3,629
630,3006,4020,24,0,3,630
631,3007,4020,15,0,3,631
632,3008,4020,23,0,3,632
633,3009,4020,18,0,3,633
634,3010,4020,27,0,3,634
635,3011,4020,21,0,3,635
636,3012,4020,26,0,3,636
637,3013,4020,12,0,3,637
638,3014,4020,17,0,3,638
639,3015,4020,13,0,3,639
640,3016,4020,17,0,3,640
641,2001,3001,0,0,2,641
642,2001,3002,0,30,1,642
643,2001,3003,0,60,1,643
644,2001,3004,0,90,1,644
645,2001,3005,0,30,1,645
646,2001,3006,0,60,1,646
647,2001,3007,0,90,1,647
648,2001,3008,0,120,1,648
649,2001,3009,0,60,1,649
650,2001,3010,0,90,1,650
651,2001,3011,0,120,1,651
652,2001,3012,0,150,1,652
653,2001,3013,0,90,1,653
654,2001,3014,0,120,1,654
655,2001,3015,0,150,1,655
656,2001,3016,0,180,1,656
657,2002,3001,0,30,1,657
658,2002,3002,0,0,1,658
659,2002,3003,0,30,1,659
660,2002,3004,0,60,1,660
661,2002,3005,0,60,1,661
662,2002,3006,0,30,1,662
663,2002,3007,0,60,1,663
664,2002,3008,0,90,1,664
665,2002,3009,0,90,1,665
666,2002,3010,0,60,1,666
667,2002,3011,0,90,1,667
668,2002,3012,0,120,1,668
669,2002,3013,0,120,1,669
670,2002,3014,0,90,1,670
671,2002,3015,0,120,1,671
672,2002,3016,0,150,1,672
673,2003,3001,0,60,1,673
674,2003,3002,0,30,1,674
675,2003,3003,0,0,1,675
676,2003,3004,0,30,1,676
677,2003,3005,0,90,1,677
678,2003,3006,0,60,1,678
679,2003,3007,0,30,1,679
680,2003,3008,0,60,1,680
681,2003,3009,0,120,1,681
682,2003,3010,0,90,1,682
683,2003,3011,0,60,1,683
684,2003,3012,0,90,1,684
685,2003,3013,0,150,1,685
686,2003,3014,0,120,1,686
687,2003,3015,0,90,1,687
688,2003,3016,0,120,1,688
689,2004,3001,0,90,1,689
690,2004,3002,0,60,1,690
691,2004,3003,0,30,1,691
692,2004,3004,0,0,1,692
693,2004,3005,0,120,1,693
694,2004,3006,0,90,1,694
695,2004,3007,0,60,1,695
696,2004,3008,0,30,1,696
697,2004,3009,0,150,1,697
698,2004,3010,0,120,1,698
699,2004,3011,0,90,1,699
700,2004,3012,0,60,1,700
701,2004,3013,0,180,1,701
702,2004,3014,0,150,1,702
703,2004,3015,0,120,1,703
704,2004,3016,0,90,1,704
705,2005,3001,0,30,1,705
706,2005,3002,0,60,1,706
707,2005,3003,0,90,1,707
708,2005,3004,0,120,1,708
709,2005,3005,0,0,1,709
710,2005,3006,0,30,1,710
711,2005,3007,0,60,1,711
712,2005,3008,0,90,1,712
713,2005,3009,0,30,1,713
714,2005,3010,0,60,1,714
715,2005,3011,0,90,1,715
716,2005,3012,0,120,1,716
717,2005,3013,0,60,1,717
718,2005,3014,0,90,1,718
719,2005,3015,0,120,1,719
720,2005,3016,0,150,1,720
721,2006,3001,0,60,1,721
722,2006,3002,0,30,1,722
723,2006,3003,0,60,1,723
724,2006,3004,0,90,1,724
725,2006,3005,0,30,1,725
726,2006,3006,0,0,1,726
727,2006,3007,0,30,1,727
728,2006,3008,0,60,1,728
729,2006,3009,0,60,1,729
730,2006,3010,0,30,1,730
731,2006,3011,0,60,1,731
732,2006,3012,0,90,1,732
733,2006,3013,0,90,1,733
734,2006,3014,0,60,1,734
735,2006,3015,0,90,1,735
736,2006,3016,0,120,1,736
737,2007,3001,0,90,1,737
738,2007,3002,0,60,1,738
739,2007,3003,0,30,1,739
740,2007,3004,0,60,1,740
741,2007,3005,0,60,1,741
742,2007,3006,0,30,1,742
743,2007,3007,0,0,1,743
744,2007,3008,0,30,1,744
745,2007,3009,0,90,1,745
746,2007,3010,0,60,1,746
747,2007,3011,0,30,1,747
748,2007,3012,0,60,1,748
749,2007,3013,0,120,1,749
750,2007,3014,0,90,1,750
751,2007,3015,0,60,1,751
752,2007,3016,0,90,1,752
753,2008,3001,0,120,1,753
754,2008,3002,0,90,1,754
755,2008,3003,0,60,1,755
756,2008,3004,0,30,1,756
757,2008,3005,0,90,1,757
758,2008,3006,0,60,1,758
759,2008,3007,0,30,1,759
760,2008,3008,0,0,1,760
761,2008,3009,0,120,1,761
762,2008,3010,0,90,1,762
763,2008,3011,0,60,1,763
764,2008,3012,0,30,1,764
765,2008,3013,0,150,1,765
766,2008,3014,0,120,1,766
767,2008,3015,0,90,1,767
768,2008,3016,0,60,1,768
769,2009,3001,0,60,1,769
770,2009,3002,0,90,1,770
771,2009,3003,0,120,1,771
772,2009,3004,0,150,1,772
773,2009,3005,0,30,1,773
774,2009,3006,0,60,1,774
775,2009,3007,0,90,1,775
776,2009,3008,0,120,1,776
777,2009,3009,0,0,1,777
778,2009,3010,0,30,1,778
779,2009,3011,0,60,1,779
780,2009,3012,0,90,1,780
781,2009,3013,0,30,1,781
782,2009,3014,0,60,1,782
783,2009,3015,0,90,1,783
784,2009,3016,0,120,1,784
785,2010,3001,0,90,1,785
786,2010,3002,0,60,1,786
787,2010,3003,0,90,1,787
788,2010,3004,0,120,1,788
789,2010,3005,0,60,1,789
790,2010,3006,0,30,1,790
791,2010,3007,0,60,1,791
792,2010,3008,0,90,1,792
793,2010,3009,0,30,1,793
794,2010,3010,0,0,1,794
795,2010,3011,0,30,1,795
796,2010,3012,0,60,1,796
797,2010,3013,0,60,1,797
798,2010,3014,0,30,1,798
799,2010,3015,0,60,1,799
800,2010,3016,0,90,1,800
801,2011,3001,0,120,1,801
802,2011,3002,0,90,1,802
803,2011,3003,0,60,1,803
804,2011,3004,0,90,1,804
805,2011,3005,0,90,1,805
806,2011,3006,0,60,1,806
807,2011,3007,0,30,1,807
808,2011,3008,0,60,1,808
809,2011,3009,0,60,1,809
810,2011,3010,0,30,1,810
811,2011,3011,0,0,1,811
812,2011,3012,0,30,1,812
813,2011,3013,0,90,1,813
814,2011,3014,0,60,1,814
815,2011,3015,0,30,1,815
816,2011,3016,0,60,1,816
817,2012,3001,0,150,1,817
818,2012,3002,0,120,1,818
819,2012,3003,0,90,1,819
820,2012,3004,0,60,1,820
821,2012,3005,0,120,1,821
822,2012,3006,0,90,1,822
823,2012,3007,0,60,1,823
824,2012,3008,0,30,1,824
825,2012,3009,0,90,1,825
826,2012,3010,0,60,1,826
827,2012,3011,0,30,1,827
828,2012,3012,0,0,1,828
829,2012,3013,0,120,1,829
830,2012,3014,0,90,1,830
831,2012,3015,0,60,1,831
832,2012,3016,0,30,1,832
833,2013,3001,0,90,1,833
834,2013,3002,0,120,1,834
835,2013,3003,0,150,1,835
836,2013,3004,0,180,1,836
837,2013,3005,0,60,1,837
838,2013,3006,0,90,1,838
839,2013,3007,0,120,1,839
840,2013,3008,0,150,1,840
841,2013,3009,0,30,1,841
842,2013,3010,0,60,1,842
843,2013,3011,0,90,1,843
844,2013,3012,0,120,1,844
845,2013,3013,0,0,1,845
846,2013,3014,0,30,1,846
847,2013,3015,0,60,1,847
848,2013,3016,0,90,1,848
849,2014,3001,0,120,1,849
850,2014,3002,0,90,1,850
851,2014,3003,0,120,1,851
852,2014,3004,0,150,1,852
853,2014,3005,0,90,1,853
854,2014,3006,0,60,1,854
855,2014,3007,0,90,1,855
856,2014,3008,0,120,1,856
857,2014,3009,0,60,1,857
858,2014,3010,0,30,1,858
859,2014,3011,0,60,1,859
860,2014,3012,0,90,1,860
861,2014,3013,0,30,1,861
862,2014,3014,0,0,1,862
863,2014,3015,0,30,1,863
864,2014,3016,0,60,1,864
865,2015,3001,0,150,1,865
866,2015,3002,0,120,1,866
867,2015,3003,0,90,1,867
868,2015,3004,0,120,1,868
869,2015,3005,0,120,1,869
870,2015,3006,0,90,1,870
