link_id,from_node_id,to_node_id,built_cost,trans_cost
128,1002,2064,28,0
129,1003,2001,15,0
130,1003,2002,25,0
131,1003,2003,21,0
132,1003,2004,30,0
133,1003,2005,26,0
134,1003,2006,26,0
135,1003,2007,16,0
136,1003,2008,19,0
137,1003,2009,16,0
138,1003,2010,16,0
139,1003,2011,22,0
140,1003,2012,17,0
141,1003,2013,14,0
142,1003,2014,16,0
143,1003,2015,16,0
144,1003,2016,27,0
145,1003,2017,17,0
146,1003,2018,30,0
147,1003,2019,25,0
148,1003,2020,18,0
149,1003,2021,13,0
150,1003,2022,29,0
151,1003,2023,12,0
152,1003,2024,10,0
153,1003,2025,19,0
154,1003,2026,28,0
155,1003,2027,27,0
156,1003,2028,26,0
157,1003,2029,22,0
158,1003,2030,10,0
159,1003,2031,25,0
160,1003,2032,25,0
161,1003,2033,24,0
162,1003,2034,17,0
163,1003,2035,30,0
164,1003,2036,29,0
165,1003,2037,20,0
166,1003,2038,28,0
167,1003,2039,12,0
168,1003,2040,28,0
169,1003,2041,28,0
170,1003,2042,11,0
171,1003,2043,23,0
172,1003,2044,22,0
173,1003,2045,11,0
174,1003,2046,29,0
175,1003,2047,14,0
176,1003,2048,30,0
177,1003,2049,12,0
178,1003,2050,15,0
179,1003,2051,30,0
180,1003,2052,22,0
181,1003,2053,12,0
182,1003,2054,11,0
183,1003,2055,25,0
184,1003,2056,23,0
185,1003,2057,13,0
186,1003,2058,17,0
187,1003,2059,10,0
188,1003,2060,28,0
189,1003,2061,29,0
190,1003,2062,13,0
191,1003,2063,30,0
192,1003,2064,19,0
193,1004,2001,19,0
194,1004,2002,27,0
195,1004,2003,28,0
196,1004,2004,11,0
197,1004,2005,21,0
198,1004,2006,14,0
199,1004,2007,22,0
200,1004,2008,27,0
201,1004,2009,11,0
202,1004,2010,12,0
203,1004,2011,19,0
204,1004,2012,26,0
205,1004,2013,16,0
206,1004,2014,11,0
207,1004,2015,26,0
208,1004,2016,22,0
209,1004,2017,28,0
210,1004,2018,12,0
211,1004,2019,12,0
212,1004,2020,13,0
213,1004,2021,29,0
214,1004,2022,22,0
215,1004,2023,24,0
216,1004,2024,27,0
217,1004,2025,20,0
218,1004,2026,13,0
219,1004,2027,23,0
220,1004,2028,10,0
221,1004,2029,12,0
222,1004,2030,23,0
223,1004,2031,27,0
224,1004,2032,30,0
225,1004,2033,17,0
226,1004,2034,10,0
227,1004,2035,13,0
228,1004,2036,10,0
229,1004,2037,24,0
230,1004,2038,28,0
231,1004,2039,19,0
232,1004,2040,20,0
233,1004,2041,30,0
234,1004,2042,14,0
235,1004,2043,27,0
236,1004,2044,26,0
237,1004,2045,21,0
238,1004,2046,24,0
239,1004,2047,23,0
240,1004,2048,27,0
241,1004,2049,27,0
242,1004,2050,24,0
243,1004,2051,27,0
244,1004,2052,30,0
245,1004,2053,20,0
246,1004,2054,25,0
247,1004,2055,21,0
248,1004,2056,22,0
249,1004,2057,15,0
250,1004,2058,23,0
251,1004,2059,16,0
252,1004,2060,18,0
253,1004,2061,17,0
254,1004,2062,26,0
255,1004,2063,16,0
256,1004,2064,18,0
257,1005,2001,30,0
258,1005,2002,26,0
259,1005,2003,12,0
260,1005,2004,29,0
261,1005,2005,21,0
262,1005,2006,12,0
263,1005,2007,15,0
264,1005,2008,25,0
265,1005,2009,20,0
266,1005,2010,23,0
267,1005,2011,24,0
268,1005,2012,14,0
269,1005,2013,23,0
270,1005,2014,18,0
271,1005,2015,18,0
272,1005,2016,17,0
273,1005,2017,17,0
274,1005,2018,16,0
275,1005,2019,19,0
276,1005,2020,21,0
277,1005,2021,13,0
278,1005,2022,13,0
279,1005,2023,23,0
280,1005,2024,21,0
281,1005,2025,26,0
282,1005,2026,14,0
283,1005,2027,14,0
284,1005,2028,28,0
285,1005,2029,20,0
286,1005,2030,19,0
287,1005,2031,13,0
288,1005,2032,30,0
289,1005,2033,30,0
290,1005,2034,22,0
291,1005,2035,28,0
292,1005,2036,18,0
293,1005,2037,21,0
294,1005,2038,14,0
295,1005,2039,12,0
296,1005,2040,26,0
297,1005,2041,28,0
298,1005,2042,14,0
299,1005,2043,21,0
300,1005,2044,17,0
301,1005,2045,18,0
302,1005,2046,11,0
303,1005,2047,23,0
304,1005,2048,18,0
305,1005,2049,13,0
306,1005,2050,18,0
307,1005,2051,21,0
308,1005,2052,23,0
309,1005,2053,22,0
310,1005,2054,19,0
311,1005,2055,16,0
312,1005,2056,16,0
313,1005,2057,10,0
314,1005,2058,21,0
315,1005,2059,24,0
316,1005,2060,12,0
317,1005,2061,11,0
318,1005,2062,15,0
319,1005,2063,20,0
320,1005,2064,17,0
321,1006,2001,28,0
322,1006,2002,12,0
323,1006,2003,17,0
324,1006,2004,13,0
325,1006,2005,29,0
326,1006,2006,11,0
327,1006,2007,26,0
328,1006,2008,17,0
329,1006,2009,16,0
330,1006,2010,27,0
331,1006,2011,26,0
332,1006,2012,12,0
333,1006,2013,21,0
334,1006,2014,28,0
335,1006,2015,23,0
336,1006,2016,13,0
337,1006,2017,15,0
338,1006,2018,29,0
339,1006,2019,13,0
340,1006,2020,23,0
341,1006,2021,15,0
342,1006,2022,11,0
343,1006,2023,12,0
344,1006,2024,23,0
345,1006,2025,10,0
346,1006,2026,22,0
347,1006,2027,29,0
348,1006,2028,13,0
349,1006,2029,22,0
350,1006,2030,30,0
351,1006,2031,18,0
352,1006,2032,14,0
353,1006,2033,14,0
354,1006,2034,23,0
355,1006,2035,30,0
356,1006,2036,17,0
357,1006,2037,14,0
358,1006,2038,16,0
359,1006,2039,21,0
360,1006,2040,27,0
361,1006,2041,11,0
362,1006,2042,15,0
363,1006,2043,20,0
364,1006,2044,20,0
365,1006,2045,12,0
366,1006,2046,16,0
367,1006,2047,25,0
368,1006,2048,20,0
369,1006,2049,23,0
370,1006,2050,12,0
371,1006,2051,10,0
372,1006,2052,19,0
373,1006,2053,18,0
374,1006,2054,17,0
375,1006,2055,17,0
376,1006,2056,12,0
377,1006,2057,26,0
378,1006,2058,22,0
379,1006,2059,30,0
380,1006,2060,15,0
381,1006,2061,17,0
382,1006,2062,12,0
383,1006,2063,12,0
384,1006,2064,20,0
385,1007,2001,25,0
386,1007,2002,18,0
387,1007,2003,13,0
388,1007,2004,21,0
389,1007,2005,20,0
390,1007,2006,10,0
391,1007,2007,16,0
392,1007,2008,26,0
393,1007,2009,20,0
394,1007,2010,15,0
395,1007,2011,11,0
396,1007,2012,16,0
397,1007,2013,28,0
398,1007,2014,30,0
399,1007,2015,16,0
400,1007,2016,10,0
401,1007,2017,20,0
402,1007,2018,14,0
403,1007,2019,18,0
404,1007,2020,30,0
405,1007,2021,12,0
406,1007,2022,12,0
407,1007,2023,10,0
408,1007,2024,23,0
409,1007,2025,26,0
410,1007,2026,17,0
411,1007,2027,22,0
412,1007,2028,25,0
413,1007,2029,12,0
414,1007,2030,16,0
415,1007,2031,22,0
416,1007,2032,18,0
417,1007,2033,28,0
418,1007,2034,19,0
419,1007,2035,16,0
420,1007,2036,11,0
421,1007,2037,30,0
422,1007,2038,11,0
423,1007,2039,17,0
424,1007,2040,25,0
425,1007,2041,28,0
426,1007,2042,19,0
427,1007,2043,20,0
428,1007,2044,26,0
429,1007,2045,24,0
430,1007,2046,28,0
431,1007,2047,15,0
432,1007,2048,10,0
433,1007,2049,14,0
434,1007,2050,27,0
435,1007,2051,10,0
436,1007,2052,18,0
437,1007,2053,23,0
438,1007,2054,28,0
439,1007,2055,13,0
440,1007,2056,12,0
441,1007,2057,26,0
442,1007,2058,26,0
443,1007,2059,28,0
444,1007,2060,16,0
445,1007,2061,14,0
446,1007,2062,11,0
447,1007,2063,25,0
448,1007,2064,28,0
449,1008,2001,30,0
450,1008,2002,23,0
451,1008,2003,22,0
452,1008,2004,27,0
453,1008,2005,17,0
454,1008,2006,23,0
455,1008,2007,18,0
456,1008,2008,25,0
457,1008,2009,15,0
458,1008,2010,21,0
459,1008,2011,25,0
460,1008,2012,19,0
461,1008,2013,12,0
462,1008,2014,16,0
463,1008,2015,21,0
464,1008,2016,16,0
465,1008,2017,29,0
466,1008,2018,15,0
467,1008,2019,24,0
468,1008,2020,26,0
469,1008,2021,22,0
470,1008,2022,26,0
471,1008,2023,10,0
472,1008,2024,18,0
473,1008,2025,18,0
474,1008,2026,25,0
475,1008,2027,12,0
476,1008,2028,26,0
477,1008,2029,10,0
478,1008,2030,28,0
479,1008,2031,27,0
480,1008,2032,27,0
481,1008,2033,12,0
482,1008,2034,28,0
483,1008,2035,30,0
484,1008,2036,23,0
485,1008,2037,27,0
486,1008,2038,27,0
487,1008,2039,28,0
488,1008,2040,22,0
489,1008,2041,24,0
490,1008,2042,21,0
491,1008,2043,29,0
492,1008,2044,25,0
493,1008,2045,12,0
494,1008,2046,15,0
495,1008,2047,19,0
496,1008,2048,10,0
497,1008,2049,20,0
498,1008,2050,17,0
499,1008,2051,23,0
500,1008,2052,23,0
501,1008,2053,10,0
502,1008,2054,15,0
503,1008,2055,25,0
504,1008,2056,11,0
505,1008,2057,17,0
506,1008,2058,14,0
507,1008,2059,10,0
508,1008,2060,22,0
509,1008,2061,25,0
510,1008,2062,26,0
511,1008,2063,16,0
512,1008,2064,10,0
513,1009,2001,17,0
514,1009,2002,18,0
515,1009,2003,21,0
516,1009,2004,16,0
517,1009,2005,12,0
518,1009,2006,19,0
519,1009,2007,26,0
520,1009,2008,16,0
521,1009,2009,12,0
522,1009,2010,15,0
523,1009,2011,19,0
524,1009,2012,30,0
525,1009,2013,16,0
526,1009,2014,19,0
527,1009,2015,27,0
528,1009,2016,17,0
529,1009,2017,11,0
530,1009,2018,25,0
531,1009,2019,20,0
532,1009,2020,12,0
533,1009,2021,12,0
534,1009,2022,28,0
535,1009,2023,22,0
536,1009,2024,26,0
537,1009,2025,21,0
538,1009,2026,11,0
539,1009,2027,16,0
540,1009,2028,12,0
541,1009,2029,27,0
542,1009,2030,23,0
543,1009,2031,10,0
544,1009,2032,22,0
545,1009,2033,13,0
546,1009,2034,29,0
547,1009,2035,23,0
548,1009,2036,28,0
549,1009,2037,26,0
550,1009,2038,29,0
551,1009,2039,22,0
552,1009,2040,25,0
553,1009,2041,15,0
554,1009,2042,20,0
555,1009,2043,10,0
556,1009,2044,17,0
557,1009,2045,21,0
558,1009,2046,23,0
559,1009,2047,14,0
560,1009,2048,21,0
561,1009,2049,13,0
562,1009,2050,21,0
563,1009,2051,15,0
564,1009,2052,26,0
565,1009,2053,27,0
566,1009,2054,19,0
567,1009,2055,19,0
568,1009,2056,22,0
569,1009,2057,17,0
570,1009,2058,25,0
571,1009,2059,30,0
572,1009,2060,11,0
573,1009,2061,23,0
574,1009,2062,20,0
575,1009,2063,26,0
576,1009,2064,17,0
577,1010,2001,12,0
578,1010,2002,27,0
579,1010,2003,30,0
580,1010,2004,26,0
581,1010,2005,28,0
582,1010,2006,14,0
583,1010,2007,19,0
584,1010,2008,15,0
585,1010,2009,27,0
586,1010,2010,21,0
587,1010,2011,14,0
588,1010,2012,16,0
589,1010,2013,13,0
590,1010,2014,25,0
591,1010,2015,30,0
592,1010,2016,13,0
593,1010,2017,30,0
594,1010,2018,23,0
595,1010,2019,22,0
596,1010,2020,14,0
597,1010,2021,19,0
598,1010,2022,12,0
599,1010,2023,11,0
600,1010,2024,26,0
601,1010,2025,18,0
602,1010,2026,11,0
603,1010,2027,18,0
604,1010,2028,19,0
605,1010,2029,13,0
606,1010,2030,16,0
607,1010,2031,15,0
608,1010,2032,22,0
609,1010,2033,19,0
610,1010,2034,23,0
611,1010,2035,18,0
612,1010,2036,14,0
613,1010,2037,17,0
614,1010,2038,16,0
615,1010,2039,18,0
616,1010,2040,26,0
617,1010,2041,21,0
618,1010,2042,20,0
619,1010,2043,10,0
620,1010,2044,29,0
621,1010,2045,12,0
622,1010,2046,11,0
623,1010,2047,18,0
624,1010,2048,20,0
625,1010,2049,17,0
626,1010,2050,17,0
627,1010,2051,17,0
628,1010,2052,18,0
629,1010,2053,28,0
630,1010,2054,29,0
631,1010,2055,14,0
632,1010,2056,29,0
633,1010,2057,24,0
634,1010,2058,17,0
635,1010,2059,12,0
636,1010,2060,28,0
637,1010,2061,14,0
638,1010,2062,19,0
639,1010,2063,17,0
640,1010,2064,13,0
641,1011,2001,18,0
642,1011,2002,17,0
643,1011,2003,30,0
644,1011,2004,15,0
645,1011,2005,10,0
646,1011,2006,23,0
647,1011,2007,29,0
648,1011,2008,10,0
649,1011,2009,17,0
650,1011,2010,19,0
651,1011,2011,14,0
652,1011,2012,29,0
653,1011,2013,29,0
654,1011,2014,11,0
655,1011,2015,27,0
656,1011,2016,20,0
657,1011,2017,25,0
658,1011,2018,21,0
659,1011,2019,27,0
660,1011,2020,25,0
661,1011,2021,12,0
662,1011,2022,25,0
663,1011,2023,16,0
664,1011,2024,12,0
665,1011,2025,18,0
666,1011,2026,26,0
667,1011,2027,22,0
668,1011,2028,21,0
669,1011,2029,15,0
670,1011,2030,27,0
671,1011,2031,28,0
672,1011,2032,13,0
673,1011,2033,11,0
674,1011,2034,29,0
675,1011,2035,14,0
676,1011,2036,22,0
677,1011,2037,25,0
678,1011,2038,23,0
679,1011,2039,25,0
680,1011,2040,25,0
681,1011,2041,28,0
682,1011,2042,10,0
683,1011,2043,22,0
684,1011,2044,13,0
685,1011,2045,15,0
686,1011,2046,28,0
687,1011,2047,15,0
688,1011,2048,24,0
689,1011,2049,22,0
690,1011,2050,10,0
691,1011,2051,11,0
692,1011,2052,11,0
693,1011,2053,10,0
694,1011,2054,28,0
695,1011,2055,30,0
696,1011,2056,14,0
697,1011,2057,11,0
698,1011,2058,22,0
699,1011,2059,21,0
700,1011,2060,10,0
701,1011,2061,12,0
702,1011,2062,14,0
703,1011,2063,23,0
704,1011,2064,22,0
705,1012,2001,28,0
706,1012,2002,16,0
707,1012,2003,29,0
708,1012,2004,29,0
709,1012,2005,20,0
710,1012,2006,11,0
711,1012,2007,12,0
712,1012,2008,23,0
713,1012,2009,26,0
714,1012,2010,25,0
715,1012,2011,20,0
716,1012,2012,15,0
717,1012,2013,25,0
718,1012,2014,22,0
719,1012,2015,13,0
720,1012,2016,19,0
721,1012,2017,27,0
722,1012,2018,22,0
723,1012,2019,18,0
724,1012,2020,22,0
725,1012,2021,30,0
726,1012,2022,29,0
727,1012,2023,30,0
728,1012,2024,16,0
729,1012,2025,12,0
730,1012,2026,18,0
731,1012,2027,11,0
732,1012,2028,20,0
733,1012,2029,19,0
734,1012,2030,17,0
735,1012,2031,11,0
736,1012,2032,28,0
737,1012,2033,25,0
738,1012,2034,24,0
739,1012,2035,12,0
740,1012,2036,25,0
741,1012,2037,21,0
742,1012,2038,27,0
743,1012,2039,24,0
744,1012,2040,25,0
745,1012,2041,23,0
746,1012,2042,14,0
747,1012,2043,28,0
748,1012,2044,17,0
749,1012,2045,20,0
750,1012,2046,25,0
751,1012,2047,25,0
752,1012,2048,28,0
753,1012,2049,30,0
754,1012,2050,15,0
755,1012,2051,28,0
756,1012,2052,25,0
757,1012,2053,20,0
758,1012,2054,17,0
759,1012,2055,10,0
760,1012,2056,19,0
761,1012,2057,30,0
762,1012,2058,20,0
763,1012,2059,29,0
764,1012,2060,11,0
765,1012,2061,19,0
766,1012,2062,16,0
767,1012,2063,23,0
768,1012,2064,17,0
769,1013,2001,13,0
770,1013,2002,11,0
771,1013,2003,22,0
772,1013,2004,14,0
773,1013,2005,23,0
774,1013,2006,13,0
775,1013,2007,26,0
776,1013,2008,13,0
777,1013,2009,22,0
778,1013,2010,15,0
779,1013,2011,15,0
780,1013,2012,14,0
781,1013,2013,28,0
782,1013,2014,15,0
783,1013,2015,29,0
784,1013,2016,23,0
785,1013,2017,12,0
786,1013,2018,19,0
787,1013,2019,10,0
788,1013,2020,30,0
789,1013,2021,29,0
790,1013,2022,25,0
791,1013,2023,23,0
792,1013,2024,15,0
793,1013,2025,25,0
794,1013,2026,20,0
795,1013,2027,14,0
796,1013,2028,10,0
797,1013,2029,11,0
798,1013,2030,29,0
799,1013,2031,22,0
800,1013,2032,11,0
801,1013,2033,19,0
802,1013,2034,22,0
803,1013,2035,18,0
804,1013,2036,15,0
805,1013,2037,22,0
806,1013,2038,13,0
807,1013,2039,21,0
808,1013,2040,29,0
809,1013,2041,27,0
810,1013,2042,28,0
811,1013,2043,18,0
812,1013,2044,24,0
813,1013,2045,23,0
814,1013,2046,11,0
815,1013,2047,25,0
816,1013,2048,27,0
817,1013,2049,13,0
818,1013,2050,14,0
819,1013,2051,13,0
820,1013,2052,11,0
821,1013,2053,24,0
822,1013,2054,15,0
823,1013,2055,21,0
824,1013,2056,17,0
825,1013,2057,12,0
826,1013,2058,26,0
827,1013,2059,13,0
828,1013,2060,27,0
829,1013,2061,20,0
830,1013,2062,18,0
831,1013,2063,20,0
832,1013,2064,24,0
833,1014,2001,17,0
834,1014,2002,12,0
835,1014,2003,12,0
836,1014,2004,12,0
837,1014,2005,12,0
838,1014,2006,14,0
839,1014,2007,12,0
840,1014,2008,18,0
841,1014,2009,13,0
842,1014,2010,12,0
843,1014,2011,22,0
844,1014,2012,29,0
845,1014,2013,30,0
846,1014,2014,18,0
847,1014,2015,17,0
848,1014,2016,24,0
849,1014,2017,22,0
850,1014,2018,12,0
851,1014,2019,10,0
852,1014,2020,17,0
853,1014,2021,15,0
854,1014,2022,19,0
855,1014,2023,21,0
856,1014,2024,30,0
857,1014,2025,19,0
858,1014,2026,29,0
859,1014,2027,28,0
860,1014,2028,26,0
861,1014,2029,21,0
862,1014,2030,15,0
863,1014,2031,13,0
864,1014,2032,10,0
865,1014,2033,20,0
866,1014,2034,18,0
867,1014,2035,11,0
868,1014,2036,18,0
869,1014,2037,13,0
870,1014,2038,20,0
871,1014,2039,11,0
872,1014,2040,25,0
873,1014,2041,19,0
874,1014,2042,20,0
875,1014,2043,15,0
876,1014,2044,18,0
877,1014,2045,10,0
878,1014,2046,20,0
879,1014,2047,15,0
880,1014,2048,11,0
881,1014,2049,19,0
882,1014,2050,24,0
883,1014,2051,10,0
884,1014,2052,30,0
885,1014,2053,25,0
886,1014,2054,25,0
887,1014,2055,17,0
888,1014,2056,19,0
889,1014,2057,17,0
890,1014,2058,26,0
891,1014,2059,25,0
892,1014,2060,20,0
893,1014,2061,18,0
894,1014,2062,18,0
895,1014,2063,30,0
896,1014,2064,30,0
897,1015,2001,18,0
898,1015,2002,30,0
899,1015,2003,18,0
900,1015,2004,23,0
901,1015,2005,11,0
902,1015,2006,23,0
903,1015,2007,23,0
904,1015,2008,22,0
905,1015,2009,19,0
906,1015,2010,22,0
907,1015,2011,22,0
908,1015,2012,20,0
909,1015,2013,21,0
910,1015,2014,24,0
911,1015,2015,10,0
912,1015,2016,16,0
913,1015,2017,28,0
914,1015,2018,13,0
915,1015,2019,28,0
916,1015,2020,16,0
917,1015,2021,27,0
918,1015,2022,26,0
919,1015,2023,22,0
920,1015,2024,11,0
921,1015,2025,15,0
922,1015,2026,22,0
923,1015,2027,11,0
924,1015,2028,16,0
925,1015,2029,12,0
926,1015,2030,22,0
927,1015,2031,17,0
928,1015,2032,21,0
929,1015,2033,19,0
930,1015,2034,14,0
931,1015,2035,30,0
932,1015,2036,20,0
933,1015,2037,18,0
934,1015,2038,11,0
935,1015,2039,26,0
936,1015,2040,23,0
937,1015,2041,21,0
938,1015,2042,16,0
939,1015,2043,14,0
940,1015,2044,19,0
941,1015,2045,12,0
942,1015,2046,13,0
943,1015,2047,25,0
944,1015,2048,26,0
945,1015,2049,16,0
946,1015,2050,27,0
947,1015,2051,26,0
948,1015,2052,24,0
949,1015,2053,23,0
950,1015,2054,16,0
951,1015,2055,16,0
952,1015,2056,19,0
953,1015,2057,24,0
954,1015,2058,25,0
955,1015,2059,30,0
956,1015,2060,18,0
957,1015,2061,23,0
958,1015,2062,14,0
959,1015,2063,29,0
960,1015,2064,19,0
961,1016,2001,10,0
962,1016,2002,21,0
963,1016,2003,25,0
964,1016,2004,29,0
965,1016,2005,16,0
966,1016,2006,20,0
967,1016,2007,30,0
968,1016,2008,16,0
969,1016,2009,13,0
970,1016,2010,11,0
971,1016,2011,15,0
972,1016,2012,12,0
973,1016,2013,13,0
974,1016,2014,15,0
975,1016,2015,23,0
976,1016,2016,22,0
977,1016,2017,21,0
978,1016,2018,17,0
979,1016,2019,18,0
980,1016,2020,19,0
981,1016,2021,26,0
982,1016,2022,10,0
983,1016,2023,17,0
984,1016,2024,21,0
985,1016,2025,22,0
986,1016,2026,16,0
987,1016,2027,22,0
988,1016,2028,21,0
989,1016,2029,23,0
990,1016,2030,23,0
991,1016,2031,22,0
992,1016,2032,25,0
993,1016,2033,23,0
994,1016,2034,19,0
995,1016,2035,19,0
996,1016,2036,15,0
997,1016,2037,26,0
998,1016,2038,29,0
999,1016,2039,23,0
1000,1016,2040,21,0
1001,1016,2041,27,0
1002,1016,2042,22,0
1003,1016,2043,12,0
1004,1016,2044,15,0
1005,1016,2045,20,0
1006,1016,2046,16,0
1007,1016,2047,14,0
1008,1016,2048,14,0
1009,1016,2049,21,0
1010,1016,2050,29,0
1011,1016,2051,30,0
1012,1016,2052,22,0
1013,1016,2053,15,0
1014,1016,2054,16,0
1015,1016,2055,11,0
1016,1016,2056,25,0
1017,1016,2057,19,0
1018,1016,2058,18,0
1019,1016,2059,11,0
1020,1016,2060,13,0
1021,1016,2061,14,0
1022,1016,2062,12,0
1023,1016,2063,18,0
1024,1016,2064,21,0
1025,1017,2001,22,0
1026,1017,2002,20,0
1027,1017,2003,16,0
1028,1017,2004,20,0
1029,1017,2005,10,0
1030,1017,2006,17,0
1031,1017,2007,29,0
1032,1017,2008,29,0
1033,1017,2009,17,0
1034,1017,2010,25,0
1035,1017,2011,11,0
1036,1017,2012,12,0
1037,1017,2013,16,0
1038,1017,2014,13,0
1039,1017,2015,12,0
1040,1017,2016,12,0
1041,1017,2017,26,0
1042,1017,2018,20,0
1043,1017,2019,25,0
1044,1017,2020,28,0
1045,1017,2021,23,0
1046,1017,2022,18,0
1047,1017,2023,29,0
1048,1017,2024,22,0
1049,1017,2025,26,0
1050,1017,2026,27,0
1051,1017,2027,20,0
1052,1017,2028,15,0
1053,1017,2029,11,0
1054,1017,2030,30,0
1055,1017,2031,28,0
1056,1017,2032,12,0
1057,1017,2033,29,0
1058,1017,2034,30,0
1059,1017,2035,21,0
1060,1017,2036,11,0
1061,1017,2037,21,0
1062,1017,2038,28,0
1063,1017,2039,18,0
1064,1017,2040,11,0
1065,1017,2041,27,0
1066,1017,2042,22,0
1067,1017,2043,24,0
1068,1017,2044,22,0
1069,1017,2045,30,0
1070,1017,2046,27,0
1071,1017,2047,26,0
1072,1017,2048,13,0
1073,1017,2049,22,0
1074,1017,2050,13,0
1075,1017,2051,12,0
1076,1017,2052,22,0
1077,1017,2053,17,0
1078,1017,2054,12,0
1079,1017,2055,29,0
1080,1017,2056,12,0
1081,1017,2057,14,0
1082,1017,2058,16,0
1083,1017,2059,22,0
1084,1017,2060,26,0
1085,1017,2061,19,0
1086,1017,2062,27,0
1087,1017,2063,27,0
1088,1017,2064,13,0
1089,1018,2001,12,0
1090,1018,2002,18,0
1091,1018,2003,19,0
1092,1018,2004,10,0
1093,1018,2005,23,0
1094,1018,2006,17,0
1095,1018,2007,28,0
1096,1018,2008,23,0
1097,1018,2009,17,0
1098,1018,2010,30,0
1099,1018,2011,20,0
1100,1018,2012,21,0
1101,1018,2013,20,0
1102,1018,2014,23,0
1103,1018,2015,22,0
1104,1018,2016,27,0
1105,1018,2017,30,0
1106,1018,2018,18,0
1107,1018,2019,14,0
1108,1018,2020,16,0
1109,1018,2021,28,0
1110,1018,2022,27,0
1111,1018,2023,21,0
1112,1018,2024,10,0
1113,1018,2025,23,0
1114,1018,2026,21,0
1115,1018,2027,24,0
1116,1018,2028,10,0
1117,1018,2029,11,0
1118,1018,2030,26,0
1119,1018,2031,12,0
1120,1018,2032,24,0
1121,1018,2033,26,0
1122,1018,2034,30,0
1123,1018,2035,22,0
1124,1018,2036,18,0
1125,1018,2037,29,0
1126,1018,2038,26,0
1127,1018,2039,20,0
1128,1018,2040,28,0
1129,1018,2041,21,0
1130,1018,2042,14,0
1131,1018,2043,20,0
1132,1018,2044,26,0
1133,1018,2045,10,0
1134,1018,2046,18,0
1135,1018,2047,24,0
1136,1018,2048,18,0
1137,1018,2049,11,0
1138,1018,2050,11,0
1139,1018,2051,19,0
1140,1018,2052,16,0
1141,1018,2053,28,0
1142,1018,2054,12,0
1143,1018,2055,13,0
1144,1018,2056,14,0
1145,1018,2057,25,0
1146,1018,2058,30,0
1147,1018,2059,24,0
1148,1018,2060,16,0
1149,1018,2061,30,0
