link_id,from_node_id,to_node_id,built_cost,trans_cost
128,1003,2030,28,0
129,1003,2031,15,0
130,1003,2032,25,0
131,1003,2033,21,0
132,1003,2034,30,0
133,1003,2035,26,0
134,1003,2036,26,0
135,1003,2037,16,0
136,1003,2038,19,0
137,1003,2039,16,0
138,1003,2040,16,0
139,1003,2041,22,0
140,1003,2042,17,0
141,1003,2043,14,0
142,1003,2044,16,0
143,1003,2045,16,0
144,1003,2046,27,0
145,1003,2047,17,0
146,1003,2048,30,0
147,1003,2049,25,0
148,1004,2001,18,0
149,1004,2002,13,0
150,1004,2003,29,0
151,1004,2004,12,0
152,1004,2005,10,0
153,1004,2006,19,0
154,1004,2007,28,0
155,1004,2008,27,0
156,1004,2009,26,0
157,1004,2010,22,0
158,1004,2011,10,0
159,1004,2012,25,0
160,1004,2013,25,0
161,1004,2014,24,0
162,1004,2015,17,0
163,1004,2016,30,0
164,1004,2017,29,0
165,1004,2018,20,0
166,1004,2019,28,0
167,1004,2020,12,0
168,1004,2021,28,0
169,1004,2022,28,0
170,1004,2023,11,0
171,1004,2024,23,0
172,1004,2025,22,0
173,1004,2026,11,0
174,1004,2027,29,0
175,1004,2028,14,0
176,1004,2029,30,0
177,1004,2030,12,0
178,1004,2031,15,0
179,1004,2032,30,0
180,1004,2033,22,0
181,1004,2034,12,0
182,1004,2035,11,0
183,1004,2036,25,0
184,1004,2037,23,0
185,1004,2038,13,0
186,1004,2039,17,0
187,1004,2040,10,0
188,1004,2041,28,0
189,1004,2042,29,0
190,1004,2043,13,0
191,1004,2044,30,0
192,1004,2045,19,0
193,1004,2046,19,0
194,1004,2047,27,0
195,1004,2048,28,0
196,1004,2049,11,0
197,1005,2001,21,0
198,1005,2002,14,0
199,1005,2003,22,0
200,1005,2004,27,0
201,1005,2005,11,0
202,1005,2006,12,0
203,1005,2007,19,0
204,1005,2008,26,0
205,1005,2009,16,0
206,1005,2010,11,0
207,1005,2011,26,0
208,1005,2012,22,0
209,1005,2013,28,0
210,1005,2014,12,0
211,1005,2015,12,0
212,1005,2016,13,0
213,1005,2017,29,0
214,1005,2018,22,0
215,1005,2019,24,0
216,1005,2020,27,0
217,1005,2021,20,0
218,1005,2022,13,0
219,1005,2023,23,0
220,1005,2024,10,0
221,1005,2025,12,0
222,1005,2026,23,0
223,1005,2027,27,0
224,1005,2028,30,0
225,1005,2029,17,0
226,1005,2030,10,0
227,1005,2031,13,0
228,1005,2032,10,0
229,1005,2033,24,0
230,1005,2034,28,0
231,1005,2035,19,0
232,1005,2036,20,0
233,1005,2037,30,0
234,1005,2038,14,0
235,1005,2039,27,0
236,1005,2040,26,0
237,1005,2041,21,0
238,1005,2042,24,0
239,1005,2043,23,0
240,1005,2044,27,0
241,1005,2045,27,0
242,1005,2046,24,0
243,1005,2047,27,0
244,1005,2048,30,0
245,1005,2049,20,0
246,1006,2001,25,0
247,1006,2002,21,0
248,1006,2003,22,0
249,1006,2004,15,0
250,1006,2005,23,0
251,1006,2006,16,0
252,1006,2007,18,0
253,1006,2008,17,0
254,1006,2009,26,0
255,1006,2010,16,0
256,1006,2011,18,0
257,1006,2012,30,0
258,1006,2013,26,0
259,1006,2014,12,0
260,1006,2015,29,0
261,1006,2016,21,0
262,1006,2017,12,0
263,1006,2018,15,0
264,1006,2019,25,0
265,1006,2020,20,0
266,1006,2021,23,0
267,1006,2022,24,0
268,1006,2023,14,0
269,1006,2024,23,0
270,1006,2025,18,0
271,1006,2026,18,0
272,1006,2027,17,0
273,1006,2028,17,0
274,1006,2029,16,0
275,1006,2030,19,0
276,1006,2031,21,0
277,1006,2032,13,0
278,1006,2033,13,0
279,1006,2034,23,0
280,1006,2035,21,0
281,1006,2036,26,0
282,1006,2037,14,0
283,1006,2038,14,0
284,1006,2039,28,0
285,1006,2040,20,0
286,1006,2041,19,0
287,1006,2042,13,0
288,1006,2043,30,0
289,1006,2044,30,0
290,1006,2045,22,0
291,1006,2046,28,0
292,1006,2047,18,0
293,1006,2048,21,0
294,1006,2049,14,0
295,1007,2001,12,0
296,1007,2002,26,0
297,1007,2003,28,0
298,1007,2004,14,0
299,1007,2005,21,0
300,1007,2006,17,0
301,1007,2007,18,0
302,1007,2008,11,0
303,1007,2009,23,0
304,1007,2010,18,0
305,1007,2011,13,0
306,1007,2012,18,0
307,1007,2013,21,0
308,1007,2014,23,0
309,1007,2015,22,0
310,1007,2016,19,0
311,1007,2017,16,0
312,1007,2018,16,0
313,1007,2019,10,0
314,1007,2020,21,0
315,1007,2021,24,0
316,1007,2022,12,0
317,1007,2023,11,0
318,1007,2024,15,0
319,1007,2025,20,0
320,1007,2026,17,0
321,1007,2027,28,0
322,1007,2028,12,0
323,1007,2029,17,0
324,1007,2030,13,0
325,1007,2031,29,0
326,1007,2032,11,0
327,1007,2033,26,0
328,1007,2034,17,0
329,1007,2035,16,0
330,1007,2036,27,0
331,1007,2037,26,0
332,1007,2038,12,0
333,1007,2039,21,0
334,1007,2040,28,0
335,1007,2041,23,0
336,1007,2042,13,0
337,1007,2043,15,0
338,1007,2044,29,0
339,1007,2045,13,0
340,1007,2046,23,0
341,1007,2047,15,0
342,1007,2048,11,0
343,1007,2049,12,0
344,1008,2001,23,0
345,1008,2002,10,0
346,1008,2003,22,0
347,1008,2004,29,0
348,1008,2005,13,0
349,1008,2006,22,0
350,1008,2007,30,0
351,1008,2008,18,0
352,1008,2009,14,0
353,1008,2010,14,0
354,1008,2011,23,0
355,1008,2012,30,0
356,1008,2013,17,0
357,1008,2014,14,0
358,1008,2015,16,0
359,1008,2016,21,0
360,1008,2017,27,0
361,1008,2018,11,0
362,1008,2019,15,0
363,1008,2020,20,0
364,1008,2021,20,0
365,1008,2022,12,0
366,1008,2023,16,0
367,1008,2024,25,0
368,1008,2025,20,0
369,1008,2026,23,0
370,1008,2027,12,0
371,1008,2028,10,0
372,1008,2029,19,0
373,1008,2030,18,0
374,1008,2031,17,0
375,1008,2032,17,0
376,1008,2033,12,0
377,1008,2034,26,0
378,1008,2035,22,0
379,1008,2036,30,0
380,1008,2037,15,0
381,1008,2038,17,0
382,1008,2039,12,0
383,1008,2040,12,0
384,1008,2041,20,0
385,1008,2042,25,0
386,1008,2043,18,0
387,1008,2044,13,0
388,1008,2045,21,0
389,1008,2046,20,0
390,1008,2047,10,0
391,1008,2048,16,0
392,1008,2049,26,0
393,1009,2001,20,0
394,1009,2002,15,0
395,1009,2003,11,0
396,1009,2004,16,0
397,1009,2005,28,0
398,1009,2006,30,0
399,1009,2007,16,0
400,1009,2008,10,0
401,1009,2009,20,0
402,1009,2010,14,0
403,1009,2011,18,0
404,1009,2012,30,0
405,1009,2013,12,0
406,1009,2014,12,0
407,1009,2015,10,0
408,1009,2016,23,0
409,1009,2017,26,0
410,1009,2018,17,0
411,1009,2019,22,0
412,1009,2020,25,0
413,1009,2021,12,0
414,1009,2022,16,0
415,1009,2023,22,0
416,1009,2024,18,0
417,1009,2025,28,0
418,1009,2026,19,0
419,1009,2027,16,0
420,1009,2028,11,0
421,1009,2029,30,0
422,1009,2030,11,0
423,1009,2031,17,0
424,1009,2032,25,0
425,1009,2033,28,0
426,1009,2034,19,0
427,1009,2035,20,0
428,1009,2036,26,0
429,1009,2037,24,0
430,1009,2038,28,0
431,1009,2039,15,0
432,1009,2040,10,0
433,1009,2041,14,0
434,1009,2042,27,0
435,1009,2043,10,0
436,1009,2044,18,0
437,1009,2045,23,0
438,1009,2046,28,0
439,1009,2047,13,0
440,1009,2048,12,0
441,1009,2049,26,0
442,1010,2001,26,0
443,1010,2002,28,0
444,1010,2003,16,0
445,1010,2004,14,0
446,1010,2005,11,0
447,1010,2006,25,0
448,1010,2007,28,0
449,1010,2008,30,0
450,1010,2009,23,0
451,1010,2010,22,0
452,1010,2011,27,0
453,1010,2012,17,0
454,1010,2013,23,0
455,1010,2014,18,0
456,1010,2015,25,0
457,1010,2016,15,0
458,1010,2017,21,0
459,1010,2018,25,0
460,1010,2019,19,0
461,1010,2020,12,0
462,1010,2021,16,0
463,1010,2022,21,0
464,1010,2023,16,0
465,1010,2024,29,0
466,1010,2025,15,0
467,1010,2026,24,0
468,1010,2027,26,0
469,1010,2028,22,0
470,1010,2029,26,0
471,1010,2030,10,0
472,1010,2031,18,0
473,1010,2032,18,0
474,1010,2033,25,0
475,1010,2034,12,0
476,1010,2035,26,0
477,1010,2036,10,0
478,1010,2037,28,0
479,1010,2038,27,0
480,1010,2039,27,0
481,1010,2040,12,0
482,1010,2041,28,0
483,1010,2042,30,0
484,1010,2043,23,0
485,1010,2044,27,0
486,1010,2045,27,0
487,1010,2046,28,0
488,1010,2047,22,0
489,1010,2048,24,0
490,1010,2049,21,0
491,1011,2001,29,0
492,1011,2002,25,0
493,1011,2003,12,0
494,1011,2004,15,0
495,1011,2005,19,0
496,1011,2006,10,0
497,1011,2007,20,0
498,1011,2008,17,0
499,1011,2009,23,0
500,1011,2010,23,0
501,1011,2011,10,0
502,1011,2012,15,0
503,1011,2013,25,0
504,1011,2014,11,0
505,1011,2015,17,0
506,1011,2016,14,0
507,1011,2017,10,0
508,1011,2018,22,0
509,1011,2019,25,0
510,1011,2020,26,0
511,1011,2021,16,0
512,1011,2022,10,0
513,1011,2023,17,0
514,1011,2024,18,0
515,1011,2025,21,0
516,1011,2026,16,0
517,1011,2027,12,0
518,1011,2028,19,0
519,1011,2029,26,0
520,1011,2030,16,0
521,1011,2031,12,0
522,1011,2032,15,0
523,1011,2033,19,0
524,1011,2034,30,0
525,1011,2035,16,0
526,1011,2036,19,0
527,1011,2037,27,0
528,1011,2038,17,0
529,1011,2039,11,0
530,1011,2040,25,0
531,1011,2041,20,0
532,1011,2042,12,0
533,1011,2043,12,0
534,1011,2044,28,0
535,1011,2045,22,0
536,1011,2046,26,0
537,1011,2047,21,0
538,1011,2048,11,0
539,1011,2049,16,0
540,1012,2001,12,0
541,1012,2002,27,0
542,1012,2003,23,0
543,1012,2004,10,0
544,1012,2005,22,0
545,1012,2006,13,0
546,1012,2007,29,0
547,1012,2008,23,0
548,1012,2009,28,0
549,1012,2010,26,0
550,1012,2011,29,0
551,1012,2012,22,0
552,1012,2013,25,0
553,1012,2014,15,0
554,1012,2015,20,0
555,1012,2016,10,0
556,1012,2017,17,0
557,1012,2018,21,0
558,1012,2019,23,0
559,1012,2020,14,0
560,1012,2021,21,0
561,1012,2022,13,0
562,1012,2023,21,0
563,1012,2024,15,0
564,1012,2025,26,0
565,1012,2026,27,0
566,1012,2027,19,0
567,1012,2028,19,0
568,1012,2029,22,0
569,1012,2030,17,0
570,1012,2031,25,0
571,1012,2032,30,0
572,1012,2033,11,0
573,1012,2034,23,0
574,1012,2035,20,0
575,1012,2036,26,0
576,1012,2037,17,0
577,1012,2038,12,0
578,1012,2039,27,0
579,1012,2040,30,0
580,1012,2041,26,0
581,1012,2042,28,0
582,1012,2043,14,0
583,1012,2044,19,0
584,1012,2045,15,0
585,1012,2046,27,0
586,1012,2047,21,0
587,1012,2048,14,0
588,1012,2049,16,0
589,1013,2001,13,0
590,1013,2002,25,0
591,1013,2003,30,0
592,1013,2004,13,0
593,1013,2005,30,0
594,1013,2006,23,0
595,1013,2007,22,0
596,1013,2008,14,0
597,1013,2009,19,0
598,1013,2010,12,0
599,1013,2011,11,0
600,1013,2012,26,0
601,1013,2013,18,0
602,1013,2014,11,0
603,1013,2015,18,0
604,1013,2016,19,0
605,1013,2017,13,0
606,1013,2018,16,0
607,1013,2019,15,0
608,1013,2020,22,0
609,1013,2021,19,0
610,1013,2022,23,0
611,1013,2023,18,0
612,1013,2024,14,0
613,1013,2025,17,0
614,1013,2026,16,0
615,1013,2027,18,0
616,1013,2028,26,0
617,1013,2029,21,0
618,1013,2030,20,0
619,1013,2031,10,0
620,1013,2032,29,0
621,1013,2033,12,0
622,1013,2034,11,0
623,1013,2035,18,0
624,1013,2036,20,0
625,1013,2037,17,0
626,1013,2038,17,0
627,1013,2039,17,0
628,1013,2040,18,0
629,1013,2041,28,0
630,1013,2042,29,0
631,1013,2043,14,0
632,1013,2044,29,0
633,1013,2045,24,0
634,1013,2046,17,0
635,1013,2047,12,0
636,1013,2048,28,0
637,1013,2049,14,0
638,1014,2001,19,0
639,1014,2002,17,0
640,1014,2003,13,0
641,1014,2004,18,0
642,1014,2005,17,0
643,1014,2006,30,0
644,1014,2007,15,0
645,1014,2008,10,0
646,1014,2009,23,0
647,1014,2010,29,0
648,1014,2011,10,0
649,1014,2012,17,0
650,1014,2013,19,0
651,1014,2014,14,0
652,1014,2015,29,0
653,1014,2016,29,0
654,1014,2017,11,0
655,1014,2018,27,0
656,1014,2019,20,0
657,1014,2020,25,0
658,1014,2021,21,0
659,1014,2022,27,0
660,1014,2023,25,0
661,1014,2024,12,0
662,1014,2025,25,0
663,1014,2026,16,0
664,1014,2027,12,0
665,1014,2028,18,0
666,1014,2029,26,0
667,1014,2030,22,0
668,1014,2031,21,0
669,1014,2032,15,0
670,1014,2033,27,0
671,1014,2034,28,0
672,1014,2035,13,0
673,1014,2036,11,0
674,1014,2037,29,0
675,1014,2038,14,0
676,1014,2039,22,0
677,1014,2040,25,0
678,1014,2041,23,0
679,1014,2042,25,0
680,1014,2043,25,0
681,1014,2044,28,0
682,1014,2045,10,0
683,1014,2046,22,0
684,1014,2047,13,0
685,1014,2048,15,0
686,1014,2049,28,0
687,1015,2001,15,0
688,1015,2002,24,0
689,1015,2003,22,0
690,1015,2004,10,0
691,1015,2005,11,0
692,1015,2006,11,0
693,1015,2007,10,0
694,1015,2008,28,0
695,1015,2009,30,0
696,1015,2010,14,0
697,1015,2011,11,0
698,1015,2012,22,0
699,1015,2013,21,0
700,1015,2014,10,0
701,1015,2015,12,0
702,1015,2016,14,0
703,1015,2017,23,0
704,1015,2018,22,0
705,1015,2019,28,0
706,1015,2020,16,0
707,1015,2021,29,0
708,1015,2022,29,0
709,1015,2023,20,0
710,1015,2024,11,0
711,1015,2025,12,0
712,1015,2026,23,0
713,1015,2027,26,0
714,1015,2028,25,0
715,1015,2029,20,0
716,1015,2030,15,0
717,1015,2031,25,0
718,1015,2032,22,0
719,1015,2033,13,0
720,1015,2034,19,0
721,1015,2035,27,0
722,1015,2036,22,0
723,1015,2037,18,0
724,1015,2038,22,0
725,1015,2039,30,0
726,1015,2040,29,0
727,1015,2041,30,0
728,1015,2042,16,0
729,1015,2043,12,0
730,1015,2044,18,0
731,1015,2045,11,0
732,1015,2046,20,0
733,1015,2047,19,0
734,1015,2048,17,0
735,1015,2049,11,0
736,1016,2001,28,0
737,1016,2002,25,0
738,1016,2003,24,0
739,1016,2004,12,0
740,1016,2005,25,0
741,1016,2006,21,0
742,1016,2007,27,0
743,1016,2008,24,0
744,1016,2009,25,0
745,1016,2010,23,0
746,1016,2011,14,0
747,1016,2012,28,0
748,1016,2013,17,0
749,1016,2014,20,0
750,1016,2015,25,0
751,1016,2016,25,0
752,1016,2017,28,0
753,1016,2018,30,0
754,1016,2019,15,0
755,1016,2020,28,0
756,1016,2021,25,0
757,1016,2022,20,0
758,1016,2023,17,0
759,1016,2024,10,0
760,1016,2025,19,0
761,1016,2026,30,0
762,1016,2027,20,0
763,1016,2028,29,0
764,1016,2029,11,0
765,1016,2030,19,0
766,1016,2031,16,0
767,1016,2032,23,0
768,1016,2033,17,0
769,1016,2034,13,0
770,1016,2035,11,0
771,1016,2036,22,0
772,1016,2037,14,0
773,1016,2038,23,0
774,1016,2039,13,0
775,1016,2040,26,0
776,1016,2041,13,0
777,1016,2042,22,0
778,1016,2043,15,0
779,1016,2044,15,0
780,1016,2045,14,0
781,1016,2046,28,0
782,1016,2047,15,0
783,1016,2048,29,0
784,1016,2049,23,0
785,1017,2001,12,0
786,1017,2002,19,0
787,1017,2003,10,0
788,1017,2004,30,0
789,1017,2005,29,0
790,1017,2006,25,0
791,1017,2007,23,0
792,1017,2008,15,0
793,1017,2009,25,0
794,1017,2010,20,0
795,1017,2011,14,0
796,1017,2012,10,0
797,1017,2013,11,0
798,1017,2014,29,0
799,1017,2015,22,0
800,1017,2016,11,0
801,1017,2017,19,0
802,1017,2018,22,0
803,1017,2019,18,0
804,1017,2020,15,0
805,1017,2021,22,0
806,1017,2022,13,0
807,1017,2023,21,0
808,1017,2024,29,0
809,1017,2025,27,0
810,1017,2026,28,0
811,1017,2027,18,0
812,1017,2028,24,0
813,1017,2029,23,0
814,1017,2030,11,0
815,1017,2031,25,0
816,1017,2032,27,0
817,1017,2033,13,0
818,1017,2034,14,0
819,1017,2035,13,0
820,1017,2036,11,0
821,1017,2037,24,0
822,1017,2038,15,0
823,1017,2039,21,0
824,1017,2040,17,0
825,1017,2041,12,0
826,1017,2042,26,0
827,1017,2043,13,0
828,1017,2044,27,0
829,1017,2045,20,0
830,1017,2046,18,0
831,1017,2047,20,0
832,1017,2048,24,0
833,1017,2049,17,0
834,1018,2001,12,0
835,1018,2002,12,0
836,1018,2003,12,0
837,1018,2004,12,0
838,1018,2005,14,0
839,1018,2006,12,0
840,1018,2007,18,0
841,1018,2008,13,0
842,1018,2009,12,0
843,1018,2010,22,0
844,1018,2011,29,0
845,1018,2012,30,0
846,1018,2013,18,0
847,1018,2014,17,0
848,1018,2015,24,0
849,1018,2016,22,0
850,1018,2017,12,0
851,1018,2018,10,0
852,1018,2019,17,0
853,1018,2020,15,0
854,1018,2021,19,0
855,1018,2022,21,0
856,1018,2023,30,0
857,1018,2024,19,0
858,1018,2025,29,0
859,1018,2026,28,0
860,1018,2027,26,0
861,1018,2028,21,0
862,1018,2029,15,0
863,1018,2030,13,0
864,1018,2031,10,0
865,1018,2032,20,0
866,1018,2033,18,0
867,1018,2034,11,0
868,1018,2035,18,0
869,1018,2036,13,0
870,1018,2037,20,0
871,1018,2038,11,0
872,1018,2039,25,0
873,1018,2040,19,0
874,1018,2041,20,0
875,1018,2042,15,0
876,1018,2043,18,0
877,1018,2044,10,0
878,1018,2045,20,0
879,1018,2046,15,0
880,1018,2047,11,0
881,1018,2048,19,0
882,1018,2049,24,0
883,1019,2001,10,0
884,1019,2002,30,0
885,1019,2003,25,0
886,1019,2004,25,0
887,1019,2005,17,0
888,1019,2006,19,0
889,1019,2007,17,0
890,1019,2008,26,0
891,1019,2009,25,0
892,1019,2010,20,0
893,1019,2011,18,0
894,1019,2012,18,0
895,1019,2013,30,0
896,1019,2014,30,0
897,1019,2015,18,0
898,1019,2016,30,0
899,1019,2017,18,0
900,1019,2018,23,0
901,1019,2019,11,0
902,1019,2020,23,0
903,1019,2021,23,0
904,1019,2022,22,0
905,1019,2023,19,0
906,1019,2024,22,0
907,1019,2025,22,0
908,1019,2026,20,0
909,1019,2027,21,0
910,1019,2028,24,0
911,1019,2029,10,0
912,1019,2030,16,0
913,1019,2031,28,0
914,1019,2032,13,0
915,1019,2033,28,0
916,1019,2034,16,0
917,1019,2035,27,0
918,1019,2036,26,0
919,1019,2037,22,0
920,1019,2038,11,0
921,1019,2039,15,0
922,1019,2040,22,0
923,1019,2041,11,0
924,1019,2042,16,0
925,1019,2043,12,0
926,1019,2044,22,0
927,1019,2045,17,0
928,1019,2046,21,0
929,1019,2047,19,0
930,1019,2048,14,0
931,1019,2049,30,0
932,1020,2001,20,0
933,1020,2002,18,0
934,1020,2003,11,0
935,1020,2004,26,0
936,1020,2005,23,0
937,1020,2006,21,0
938,1020,2007,16,0
939,1020,2008,14,0
940,1020,2009,19,0
941,1020,2010,12,0
942,1020,2011,13,0
943,1020,2012,25,0
944,1020,2013,26,0
945,1020,2014,16,0
946,1020,2015,27,0
947,1020,2016,26,0
948,1020,2017,24,0
949,1020,2018,23,0
950,1020,2019,16,0
951,1020,2020,16,0
952,1020,2021,19,0
953,1020,2022,24,0
954,1020,2023,25,0
955,1020,2024,30,0
956,1020,2025,18,0
957,1020,2026,23,0
958,1020,2027,14,0
959,1020,2028,29,0
960,1020,2029,19,0
961,1020,2030,10,0
962,1020,2031,21,0
963,1020,2032,25,0
964,1020,2033,29,0
965,1020,2034,16,0
966,1020,2035,20,0
967,1020,2036,30,0
968,1020,2037,16,0
969,1020,2038,13,0
970,1020,2039,11,0
971,1020,2040,15,0
972,1020,2041,12,0
973,1020,2042,13,0
974,1020,2043,15,0
975,1020,2044,23,0
976,1020,2045,22,0
977,1020,2046,21,0
978,1020,2047,17,0
979,1020,2048,18,0
980,1020,2049,19,0
981,1021,2001,26,0
982,1021,2002,10,0
983,1021,2003,17,0
984,1021,2004,21,0
985,1021,2005,22,0
986,1021,2006,16,0
987,1021,2007,22,0
988,1021,2008,21,0
989,1021,2009,23,0
990,1021,2010,23,0
991,1021,2011,22,0
992,1021,2012,25,0
993,1021,2013,23,0
994,1021,2014,19,0
995,1021,2015,19,0
996,1021,2016,15,0
997,1021,2017,26,0
998,1021,2018,29,0
999,1021,2019,23,0
1000,1021,2020,21,0
1001,1021,2021,27,0
1002,1021,2022,22,0
1003,1021,2023,12,0
1004,1021,2024,15,0
1005,1021,2025,20,0
1006,1021,2026,16,0
1007,1021,2027,14,0
1008,1021,2028,14,0
1009,1021,2029,21,0
1010,1021,2030,29,0
1011,1021,2031,30,0
1012,1021,2032,22,0
1013,1021,2033,15,0
1014,1021,2034,16,0
1015,1021,2035,11,0
1016,1021,2036,25,0
1017,1021,2037,19,0
1018,1021,2038,18,0
1019,1021,2039,11,0
1020,1021,2040,13,0
1021,1021,2041,14,0
1022,1021,2042,12,0
1023,1021,2043,18,0
1024,1021,2044,21,0
1025,1021,2045,22,0
1026,1021,2046,20,0
1027,1021,2047,16,0
1028,1021,2048,20,0
1029,1021,2049,10,0
1030,1022,2001,17,0
1031,1022,2002,29,0
1032,1022,2003,29,0
1033,1022,2004,17,0
1034,1022,2005,25,0
1035,1022,2006,11,0
1036,1022,2007,12,0
1037,1022,2008,16,0
1038,1022,2009,13,0
1039,1022,2010,12,0
1040,1022,2011,12,0
1041,1022,2012,26,0
1042,1022,2013,20,0
1043,1022,2014,25,0
1044,1022,2015,28,0
1045,1022,2016,23,0
1046,1022,2017,18,0
1047,1022,2018,29,0
1048,1022,2019,22,0
1049,1022,2020,26,0
1050,1022,2021,27,0
1051,1022,2022,20,0
1052,1022,2023,15,0
1053,1022,2024,11,0
1054,1022,2025,30,0
1055,1022,2026,28,0
1056,1022,2027,12,0
1057,1022,2028,29,0
1058,1022,2029,30,0
1059,1022,2030,21,0
1060,1022,2031,11,0
1061,1022,2032,21,0
1062,1022,2033,28,0
1063,1022,2034,18,0
1064,1022,2035,11,0
1065,1022,2036,27,0
1066,1022,2037,22,0
1067,1022,2038,24,0
1068,1022,2039,22,0
1069,1022,2040,30,0
1070,1022,2041,27,0
1071,1022,2042,26,0
1072,1022,2043,13,0
1073,1022,2044,22,0
1074,1022,2045,13,0
1075,1022,2046,12,0
1076,1022,2047,22,0
1077,1022,2048,17,0
1078,1022,2049,12,0
1079,1023,2001,29,0
1080,1023,2002,12,0
1081,1023,2003,14,0
1082,1023,2004,16,0
1083,1023,2005,22,0
1084,1023,2006,26,0
1085,1023,2007,19,0
1086,1023,2008,27,0
1087,1023,2009,27,0
1088,1023,2010,13,0
1089,1023,2011,12,0
1090,1023,2012,18,0
1091,1023,2013,19,0
1092,1023,2014,10,0
1093,1023,2015,23,0
1094,1023,2016,17,0
1095,1023,2017,28,0
1096,1023,2018,23,0
1097,1023,2019,17,0
1098,1023,2020,30,0
1099,1023,2021,20,0
1100,1023,2022,21,0
1101,1023,2023,20,0
1102,1023,2024,23,0
1103,1023,2025,22,0
1104,1023,2026,27,0
1105,1023,2027,30,0
1106,1023,2028,18,0
1107,1023,2029,14,0
1108,1023,2030,16,0
1109,1023,2031,28,0
1110,1023,2032,27,0
1111,1023,2033,21,0
1112,1023,2034,10,0
1113,1023,2035,23,0
1114,1023,2036,21,0
1115,1023,2037,24,0
1116,1023,2038,10,0
1117,1023,2039,11,0
1118,1023,2040,26,0
1119,1023,2041,12,0
1120,1023,2042,24,0
1121,1023,2043,26,0
1122,1023,2044,30,0
1123,1023,2045,22,0
1124,1023,2046,18,0
1125,1023,2047,29,0
1126,1023,2048,26,0
1127,1023,2049,20,0
1128,1024,2001,28,0
1129,1024,2002,21,0
1130,1024,2003,14,0
1131,1024,2004,20,0
1132,1024,2005,26,0
1133,1024,2006,10,0
1134,1024,2007,18,0
1135,1024,2008,24,0
1136,1024,2009,18,0
1137,1024,2010,11,0
1138,1024,2011,11,0
1139,1024,2012,19,0
1140,1024,2013,16,0
1141,1024,2014,28,0
1142,1024,2015,12,0
1143,1024,2016,13,0
1144,1024,2017,14,0
1145,1024,2018,25,0
1146,1024,2019,30,0
1147,1024,2020,24,0
1148,1024,2021,16,0
1149,1024,2022,30,0
